@relation 'NSL-KDD-completo-weka.filters.unsupervised.attribute.Remove-V-R4-6,12,26,29-30,37,42'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute logged_in numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute classe {normal,ataque}

@data
SF,209,1824,1,0,1,0,0,normal
SF,5891,0,1,0,0.08,0.31,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,276,1767,1,0,1,0,0.01,normal
SF,231,2304,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,312,422,1,0,1,0,0,normal
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
SF,29,0,0,0,0.5,1,0.05,normal
SF,13239,0,1,0,1,0,0.03,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,8,223,0,0,1,0,0.25,normal
S0,0,0,0,1,0.17,0.05,0,ataque
SF,44,79,0,0,1,0.01,0,normal
S0,0,0,0,1,0.08,0.08,0,ataque
S0,0,0,0,1,0.19,0.06,0,ataque
SF,324,10647,1,0,1,0,0.14,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,18,0,0,0,1,0,1,ataque
SF,355,657,1,0,1,0,0,normal
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.09,0.06,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,205,253,1,0,1,0,0,normal
REJ,0,0,0,0,0.05,0.07,0,ataque
SF,325,753,1,0,1,0,0,normal
REJ,0,0,0,0,0,0.07,0,ataque
SF,232,193,1,0,1,0,0.03,normal
SF,886,326,1,0,1,0,0,normal
SF,319,3432,1,0,1,0,0.01,normal
S0,0,0,0,1,0.06,0.05,0,ataque
REJ,0,0,0,0,1,0,1,ataque
SF,147,12141,1,0,1,0,0.04,normal
SF,1451,330,1,0,1,0,0,normal
SF,54540,8314,1,0,1,0,0,ataque
SF,235,1889,1,0,1,0,0.01,normal
RSTR,0,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0,0.51,0,ataque
SF,299,1540,1,0,1,0,0.05,normal
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.17,0.04,0,ataque
S0,0,0,0,1,0.01,0.05,0,ataque
S0,0,0,0,1,0.04,0.07,0,ataque
SF,237,241,1,0,1,0,0.01,normal
RSTO,0,0,0,0,0.15,0.06,0,ataque
SF,146,105,0,0,1,0,0,normal
REJ,0,0,0,0,0.5,1,0,ataque
SF,146,105,0,0,0.33,0.67,0,normal
SF,202,1923,1,0,1,0,0.02,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,383,0,1,0,0.67,0.67,0.07,normal
SF,345,2254,1,0,1,0,0.03,normal
SF,278,6546,1,0,1,0,0.03,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,196,16143,1,0,1,0,0.02,normal
S0,0,0,0,1,1,0,0,ataque
SF,277,2253,1,0,1,0,0.04,normal
SF,203,578,1,0,1,0,0,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.05,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.03,0.08,0,ataque
S0,0,0,0,1,0.06,0.08,0,ataque
SF,367,5199,1,0,1,0,0.05,normal
S0,0,0,0,1,0.01,0.41,0,ataque
SF,257,23051,1,0,1,0,0.06,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,44,44,0,0,0.99,0.02,0,normal
SF,128,44,0,0,1,0,0,normal
SF,254,523,1,0,1,0,0.01,normal
SF,225,22996,1,0,1,0,0,normal
SF,775,331,1,0,1,0,0,normal
SF,314,266,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.05,0,ataque
SF,525,335,1,0,1,0,0.01,normal
REJ,0,0,0,0,0,1,0,ataque
SF,1,0,0,0,0.27,0.1,0,ataque
SF,213,37327,1,0,1,0,0.01,normal
SF,190,8654,1,0,1,0,0.05,normal
S0,0,0,0,1,0,0.06,0,ataque
SF,28,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.07,0.06,0,ataque
SF,1067,3081,1,0,1,0,0,normal
SF,126,44,0,0,1,0.01,0,normal
SF,333,2547,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.05,0,ataque
SF,4491,0,0,0,1,0,0.03,normal
REJ,0,0,0,0,0.05,0.06,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
SF,239,255,1,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.03,normal
SF,1258,359,1,0,1,0,0.01,normal
S0,0,0,0,1,1,0,0,ataque
S0,0,0,0,1,0.04,0.07,0,ataque
REJ,0,0,0,0,1,0,0.24,normal
SF,42,65,0,0,1,0,0,normal
SF,224,1270,1,0,1,0,0,normal
SF,231,3215,1,0,1,0,0.04,normal
SF,147,105,0,0,1,0,0,normal
SF,44,72,0,0,1,0,0,normal
SF,183,0,0,0,0.5,1,0,normal
S0,0,0,0,1,0.03,0.07,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
RSTO,125,179,0,0,1,0,0,ataque
SF,13,40,0,0,1,0,0.67,normal
SF,233,4759,1,0,1,0,0.01,normal
SF,30,0,0,0,0.5,1,0,normal
S0,0,0,0,1,0.03,0.07,0,ataque
S1,278,7958,1,0.5,1,0,0.03,normal
REJ,0,0,0,0,0.5,1,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,237,5193,1,0,1,0,0.01,normal
SF,301,2698,1,0,1,0,0,normal
SF,246,3295,1,0,1,0,0.02,normal
SF,230,12471,1,0,1,0,0,normal
SF,46,82,0,0,1,0.01,0,normal
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.42,0.33,0,ataque
SF,641,0,1,0,1,0,0.05,normal
SF,28,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.13,0.06,0,ataque
SF,82,1,0,0,1,0,0,normal
S0,0,0,0,1,0.07,0.05,0,ataque
REJ,0,0,0,0,0.01,1,0,ataque
REJ,0,0,0,0,0.06,0.07,0,ataque
SF,46,80,0,0,1,0,0,normal
S0,0,0,0,1,0.03,0.07,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,376,345,1,0,1,0,0.03,normal
S0,0,0,0,1,0.13,0.05,0,ataque
SF,105,146,0,0,1,0,0,normal
SF,334,0,1,0,1,0,0.14,ataque
S0,0,0,0,1,0.07,0.05,0,ataque
SF,30,0,0,0,0.25,0.5,0,normal
SF,1053,329,1,0,1,0,0.01,normal
SF,46,130,0,0,1,0,0,normal
SF,45,119,0,0,0.99,0.01,0,normal
SF,1539,395,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
SF,358,1758,1,0,1,0,0,normal
SF,44,133,0,0,1,0,0,normal
SF,282,1227,1,0,1,0,0,normal
SF,323,1509,1,0,1,0,0,normal
SF,105,105,0,0,1,0,0,normal
SF,218,358,1,0,1,0,0.05,normal
REJ,0,0,0,0,0.02,0.08,0,ataque
REJ,0,0,0,0,0.08,0.05,0,ataque
SF,329,303,1,0,1,0,0.02,normal
SF,788,328,1,0,1,0,0,normal
SF,311,4591,1,0,1,0,0.03,normal
S0,0,0,0,1,0.09,0.05,0,ataque
S0,0,0,0,1,0.09,0.06,0,ataque
SF,35,130,1,0,1,0,0.25,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.01,0.08,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
SF,59,0,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,226,1022,1,0,1,0,0.03,normal
SF,203,2108,1,0,1,0,0.01,normal
SF,2544,333,1,0,1,0,0.01,normal
SF,1032,0,0,0,1,0,0,ataque
SF,327,6721,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.07,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
REJ,0,0,0,0,1,0,0.13,normal
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.09,0.05,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.06,0.07,0,ataque
SF,28,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.2,0.08,0.04,ataque
S0,0,0,0,1,0.07,0.05,0,ataque
SF,763,335,1,0,1,0,0.02,normal
REJ,0,0,0,0,0.04,0.06,0,ataque
SF,307,8339,1,0,1,0,0.02,normal
S0,0,0,0,1,0.06,0.06,0,ataque
RSTO,0,0,0,0,0.07,0.06,0,ataque
SF,236,7262,1,0,1,0,0.02,normal
SF,246,0,1,0,1,0,0.12,ataque
S0,0,0,0,1,0.14,0.05,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,300,13038,1,0,1,0,0.05,normal
SF,254,390,1,0,1,0,0.01,normal
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.12,0.07,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
SF,334,0,1,0,1,0,0.11,ataque
RSTR,0,0,0,0,0.03,0.54,0,ataque
SF,1221,3380,1,0,1,0,0,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,299,291,1,0,1,0,0.02,normal
SF,1874,0,1,0,1,0,0,normal
SF,1301,335,1,0,1,0,0.03,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,43,132,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.35,0.06,0,ataque
SF,330,256,1,0,1,0,0.01,normal
S0,0,0,0,1,0.09,0.05,0,ataque
SF,302,7497,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.07,0.07,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.09,0.13,0,ataque
S0,0,0,0,1,0.5,0.33,0,ataque
SF,284,307,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,12,0,1,0,1,0,0,normal
SF,238,276,1,0,1,0,0.03,normal
SF,1194,482,1,0,1,0,0,normal
SF,6601,0,1,0,0.05,0.38,0,normal
SF,12,0,1,0,1,0,0,normal
SF,1452,330,1,0,1,0,0,normal
SF,2194619,0,1,0,1,0,0,normal
REJ,0,0,0,0,0.15,0.06,0,ataque
REJ,0,0,0,0,0,0.52,0,ataque
S0,0,0,0,1,0.05,0.07,0,ataque
SF,240,748,1,0,1,0,0.02,normal
S0,0,0,0,1,0.04,0.07,0,ataque
SF,42,42,0,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,336,1294,1,0,1,0,0,normal
SF,11436,1383,1,0,1,0,0.01,normal
S0,0,0,0,1,0.13,0.17,0,ataque
SF,195,4768,1,0.5,1,0,0.01,normal
SF,516,4,0,0,1,0,0,normal
SF,286,3491,1,0,1,0,0.05,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,215,1062,1,0,1,0,0.04,normal
SF,196,1337,1,0,1,0,0,normal
SF,722,334,1,0,1,0,0.02,normal
REJ,0,0,0,0,0.5,1,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,214,3477,1,0,1,0,0.02,normal
S0,0,0,0,1,0.01,0.07,0,ataque
SF,232,2140,1,0,1,0,0.04,normal
SF,224,1783,1,0,1,0,0.05,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,192,0,1,0,1,0,0.02,normal
SF,294,478,1,0,1,0,0,normal
REJ,0,0,0,0,0.01,1,0,ataque
SF,213,259,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,105,146,0,0,1,0,0,normal
REJ,0,0,0,0,0.02,0.07,0,ataque
SF,303,458,1,0,1,0,0.06,normal
S0,0,0,0,1,0.06,0.07,0,ataque
SF,44,126,0,0,1,0,0,normal
SF,73,45,0,0,1,0,0,normal
S1,197,2276,1,1,0.5,1,0,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,242,6725,1,0,1,0,0.04,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,308,607,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
SF,291,868,1,0,1,0,0,normal
S0,0,0,0,1,0.52,0.07,0,ataque
SF,2697,331,1,0,1,0,0,normal
SF,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.17,0.06,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
SF,200,3042,1,0,1,0,0.03,normal
S0,0,0,0,1,0.04,0.07,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,8,224,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
SF,28,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.02,0.07,0,ataque
SF,341,281,1,0,1,0,0,normal
SF,8,493,0,0,1,0,0.25,normal
S0,0,0,0,1,0.05,0.07,0,ataque
S0,0,0,0,1,0.14,0.05,0,ataque
SF,1483,363,1,0,1,0,0.02,normal
SF,46,128,0,0,1,0,0,normal
SF,2426,2737,1,0,1,0,0.07,normal
SF,36,0,0,0,1,0,0.04,normal
SF,210,1425,1,0,1,0,0.04,normal
S0,0,0,0,1,0.17,0.06,0,ataque
S0,0,0,0,1,0.22,0.33,0,ataque
SF,170,13603,1,0,1,0,0.05,normal
S0,0,0,0,1,0.04,0.13,0,ataque
SF,8,0,0,0,1,0,0.53,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.1,0.06,0,ataque
S0,0,0,0,1,0.13,0.06,0,ataque
SF,269,8921,1,0,1,0,0.03,normal
SF,315,347,1,0,1,0,0,normal
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
REJ,0,0,0,0,0.02,0.09,0,ataque
REJ,0,0,0,0,1,0,0,ataque
SF,216,7384,1,0,1,0,0.01,normal
REJ,0,0,0,0,1,0,0.23,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,235,12623,1,0,1,0,0.04,normal
SF,667,332,1,0,1,0,0.02,normal
SF,1160,333,1,0,1,0,0.02,normal
SF,8,0,0,0,1,0,0.25,ataque
SF,1299,329,1,0,1,0,0,normal
S0,0,0,0,1,0.01,0.06,0,ataque
S0,0,0,0,1,0.06,0.07,0,ataque
SF,711,336,1,0,1,0,0.02,normal
SF,1032,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.26,ataque
RSTR,0,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,42,42,0,0,1,0,0,normal
RSTR,0,0,0,0,0.03,0.54,0,ataque
SF,147,0,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.11,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,222,5834,1,0,1,0,0,normal
S0,0,0,0,1,0.11,0.05,0,ataque
SF,198,1427,1,0,1,0,0.04,normal
REJ,0,0,0,0,0.5,1,0,ataque
SF,520,0,0,0,1,0,0,ataque
S0,0,0,0,1,0,0.07,0,ataque
S0,0,0,0,1,0.1,0.05,0,ataque
S0,0,0,0,1,0.22,0.08,0,ataque
SF,8,0,0,0,1,0,0.25,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.09,0.06,0,ataque
S0,0,0,0,1,0.12,0.06,0,ataque
SF,217,1035,1,0,1,0,0,normal
REJ,0,0,0,0,0.07,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,252,2795,1,0,1,0,0.06,normal
SF,200,940,1,0,1,0,0.01,normal
S0,0,0,0,1,0.25,0.07,0,ataque
SF,243,663,1,0,1,0,0,normal
S0,0,0,0,1,0.01,0.06,0,ataque
REJ,0,0,0,0,1,0,0.09,normal
S0,0,0,0,1,0,0.06,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
REJ,0,0,0,0,0.1,0.08,0,ataque
S0,0,0,0,1,0.04,0.07,0,ataque
SF,209,2408,1,0,1,0,0,normal
S1,215,11680,1,0.07,1,0,0.02,normal
REJ,0,0,0,0,0.02,0.07,0,ataque
SF,31,0,0,0,1,0,0.11,normal
SF,338,275,1,0,1,0,0.04,normal
SF,249,27998,1,0,1,0,0.02,normal
SF,232,5745,1,0,1,0,0.02,normal
SF,260,283,1,0,1,0,0,normal
RSTO,0,0,0,0,0.13,0.07,0,ataque
S0,0,0,0,1,0.05,0.05,0,ataque
SF,2168,402,1,0,1,0,0,normal
SF,373,0,1,0,1,0,0.03,normal
SF,347,1417,1,0,1,0,0,normal
SF,354,1875,1,0,1,0,0.01,normal
S0,0,0,0,1,0.07,0.14,0,ataque
RSTO,0,0,0,0,0.05,0.06,0,ataque
REJ,0,0,0,0,0.14,0.07,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,305,2698,1,0,1,0,0,normal
S0,0,0,0,1,1,0,0.08,ataque
SF,105,147,0,0,0.25,0.25,0,normal
SF,221,602,1,0,1,0,0,normal
SF,887,436,1,0,1,0,0,normal
SF,695,328,1,0,1,0,0,normal
SF,520,0,0,0,1,0,0,ataque
SF,495,0,1,0,1,0,0.1,normal
REJ,0,0,0,0,0.1,0.06,0,ataque
S0,0,0,0,1,0.03,0.05,0,ataque
SF,2760,370,1,0,1,0,0.01,normal
SF,45,83,0,0,1,0,0,normal
SF,756,332,1,0,1,0,0,normal
S0,0,0,0,1,0,1,0,ataque
SF,218,6776,1,0,1,0,0.03,normal
RSTO,0,0,0,0,0.05,0.06,0,ataque
S0,0,0,0,1,0.1,0.05,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
SF,7196,0,1,0,1,0,0.04,normal
SF,46,134,0,0,1,0.01,0,normal
SF,12,0,1,0,1,0,0,normal
SF,45,130,0,0,1,0,0,normal
SF,43,71,0,0,1,0,0,normal
SF,520,0,0,0,1,0,0,ataque
SF,206,12642,1,0,1,0,0.09,normal
SF,1032,0,0,0,1,0,0,ataque
RSTR,2634,8611,1,0,1,0,0,normal
SF,334,10686,0,0,1,0,0,normal
SF,4539,0,1,0,1,0,0.04,normal
SF,320,520,1,0,1,0,0,normal
SF,30,0,0,0,0.5,1,0,normal
REJ,0,0,0,0,1,0,0,normal
SF,281,759,1,0,1,0,0.02,normal
SF,345,3938,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.07,0,ataque
SF,223,408,1,0,1,0,0.03,normal
S0,0,0,0,1,0.03,0.06,0,ataque
REJ,0,0,0,0,1,0,0.06,normal
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.09,0.07,0,ataque
SF,204,260,1,0,1,0,0.06,normal
S0,0,0,0,1,0.03,0.06,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
RSTR,676,23920,1,0,0.67,0.67,0,normal
SF,209,3556,1,0,1,0,0.04,normal
S0,0,0,0,1,0.06,0.08,0,ataque
S0,0,0,0,1,0.06,0.05,0,ataque
SF,229,934,1,0,1,0,0.05,normal
S0,0,0,0,1,0.06,0.07,0,ataque
SF,516,4,0,0,1,0,0,normal
SF,344,1247,1,0,1,0,0.02,normal
S0,0,0,0,1,0.03,0.06,0,ataque
REJ,0,0,0,0,0.04,0.08,0,ataque
SF,277,1224,1,0,1,0,0.04,normal
SF,325,3941,1,0.25,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,1277,328,1,0,1,0,0.01,normal
S0,0,0,0,1,0.06,0.07,0,ataque
S0,0,0,0,1,0.02,0.05,0,ataque
SF,219,183,1,0,1,0,0.03,normal
S0,0,0,0,1,0.25,0.75,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,41,71,0,0,1,0,0,normal
S0,0,0,0,1,0.11,0.06,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
SF,326,420,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,1032,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,334,0,1,0,1,0,0.13,ataque
SF,8,0,0,0,1,0,0.51,ataque
RSTOS0,0,0,0,0.67,0.04,0.38,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
SF,229,301,1,0.25,1,0,0,normal
SF,205,6622,1,0,1,0,0.01,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,319,583,1,0,1,0,0.03,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,304,1380,1,0,1,0,0,normal
SF,9,317,0,0,1,0,0.38,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,356,1137,1,0,1,0,0.03,normal
S0,0,0,0,1,0.19,0.06,0,ataque
SF,44,73,0,0,1,0,0,normal
REJ,0,0,0,0,0.1,0.06,0,ataque
SF,299,12471,1,0,1,0,0,normal
RSTOS0,381709090,0,0,0,1,0,0,ataque
SF,6,123,1,0,0.12,1,0.01,ataque
RSTO,0,15,0,0,1,0,0,normal
RSTO,0,0,0,0,0.01,0.07,0,ataque
S0,0,0,0,1,0.18,0.06,0,ataque
SF,366,4084,1,0,1,0,0,normal
REJ,0,0,0,0,1,0,0,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,2194619,0,1,0,1,0,0.03,normal
SF,145,105,0,0,0.5,0.5,0,normal
SF,146,105,0,0,0.33,0.67,0,normal
REJ,0,0,0,0,0.17,0.08,0,ataque
SF,45,45,0,0,0.99,0.03,0,normal
S0,0,0,0,1,0.25,0.06,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,236,357,1,0,1,0,0.04,normal
S0,0,0,0,1,0.13,0.05,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,258,11380,1,0,1,0,0,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,188,13450,1,0,1,0,0.02,normal
S0,0,0,0,1,0.56,0.33,0,ataque
SF,1195,2449,1,0,1,0,0,ataque
SF,992,329,1,0,1,0,0.01,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,310,255,1,0,1,0,0.04,normal
SF,2597,331,1,0,1,0,0.01,normal
S0,0,0,0,1,0.14,0.05,0,ataque
SF,251,1981,1,0,1,0,0.01,normal
S0,0,0,0,1,0.02,0.05,0,ataque
SF,748,0,0,0,1,0,0.06,normal
SF,158,38643,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.05,0,ataque
S0,0,0,0,1,1,0,0,ataque
SF,8,0,0,0,1,0,0.52,ataque
S0,0,0,0,1,0.13,0.06,0,ataque
SF,229,682,1,0,1,0,0.01,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,10044,0,1,0,1,0,0.02,normal
SF,123,234,1,0,1,0,0.02,normal
S0,0,0,0,1,0.13,0.05,0,ataque
SF,276,108545,1,0,1,0,0.03,normal
REJ,0,0,0,0,1,0,1,ataque
SF,319,4143,1,0,1,0,0.03,normal
SF,280,16574,1,0,1,0,0.07,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,42,42,0,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,2838,325,1,0,1,0,0,normal
SF,463,12604,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.05,0,ataque
S0,0,0,0,1,0.02,0.05,0,ataque
SF,45,134,0,0,1,0,0,normal
SF,8,0,0,0,1,0,0.51,ataque
SF,0,4,0,0,1,0,0,normal
REJ,0,0,0,0,0.07,0.06,0,ataque
SF,28,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,294,3808,1,0,1,0,0.05,normal
SF,146,105,0,0,1,0,0,normal
SF,31,91,0,0,1,0,0.1,normal
SF,29,29,0,0,1,0,0,normal
S0,0,0,0,1,0.15,0.06,0,ataque
SF,1131,326,1,0,1,0,0.01,normal
SF,217,2887,1,0,1,0,0,normal
SF,1329,330,1,0,1,0,0.01,normal
SF,44,145,0,0,1,0.01,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,8,0,0,0,1,0,0.52,ataque
SF,224,6874,1,0,1,0,0.06,normal
SF,290,1704,1,0,1,0,0.02,normal
RSTO,242,16819,1,0,1,0,0.01,normal
SF,197,7204,1,0,1,0,0.03,normal
SF,1032,0,0,0,1,0,0,ataque
SF,318,9696,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.08,0,ataque
SF,234,2659,1,0,1,0,0.02,normal
SF,1032,0,0,0,1,0,0,ataque
SF,1492,336,1,0,1,0,0.01,normal
S0,0,0,0,1,0.15,0.15,0,ataque
S0,0,0,0,1,0.33,0.11,0,ataque
S0,0,0,0,0.5,1,0,0.02,normal
SF,303,6833,1,0,1,0,0.05,normal
SF,262,3819,1,0,1,0,0,normal
RSTO,0,0,0,0,0.13,0.05,0,ataque
SF,334,0,1,0,1,0,0.15,ataque
SF,258,12037,1,0,1,0,0,normal
SF,215,0,0,0,1,0,0,ataque
SF,246,1600,1,0,1,0,0.02,normal
SF,312,3222,1,0,1,0,0,normal
SF,201,0,1,0,1,0,0,normal
SF,222,2446,1,0,1,0,0,normal
SF,290,2107,1,0,1,0,0.01,normal
SF,11376,0,1,0,1,0,0,normal
S0,0,0,0,1,0.12,0.06,0,ataque
SF,306,3222,1,0,1,0,0,normal
SF,308,608,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.08,0.07,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,199,749,1,0,1,0,0.05,normal
S0,0,0,0,1,0.02,0.05,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,564,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.02,1,0,ataque
SF,280,9544,1,0,1,0,0.03,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,186,15495,1,0,1,0,0.07,normal
S0,0,0,0,1,0.02,0.07,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
REJ,0,0,0,0,0.09,0.07,0,ataque
S0,0,0,0,1,0.08,0.05,0,ataque
SF,44,73,0,0,1,0,0,normal
SF,197,380,1,0,1,0,0.02,normal
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.13,0.06,0,ataque
RSTR,0,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
REJ,0,0,0,0,0.13,0.05,0,ataque
SF,28,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.06,0.07,0,ataque
REJ,0,0,0,0,1,0,0.23,normal
S0,0,0,0,1,0.08,0.05,0,ataque
S0,0,0,0,1,0.06,0.07,0,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
S0,0,0,0,1,0.24,0.14,0,ataque
SF,14,41,0,0,1,0,0.22,normal
S0,0,0,0,1,0,0.07,0,ataque
SF,8,0,0,0,1,0,0.25,ataque
S0,0,0,0,1,0.12,0.05,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,181,0,0,0,0.5,1,0,normal
SF,105,147,0,0,1,0,0,normal
SF,1,0,0,0,0.08,0.27,0,ataque
SF,289,2488,1,0,1,0,0,normal
SF,45,45,0,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
